Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,comb
jaane tere shehar ka,vipin aneja,bollywood,jazbaa,9.7/10,jaane tere shehar ka vipin aneja jazbaa bollywood
pee paa pee paa,diljit dosanjh,bollywooddance,tere naal love ho gaya,9.4/10,pee paa pee paa diljit dosanjh tere naal love ho gaya bollywooddance
ada,sonu nigam,bollywooddance,garam masala,9.3/10,ada sonu nigam garam masala bollywooddance
chupke chupke ghoor na mujhko,"anu malik, udit narayan, vinod rathod",bollywood,the gambler,8.0/10,"chupke chupke ghoor na mujhko anu malik, udit narayan, vinod rathod the gambler bollywood"
pag ghungaru bandh,kishore kumar,bollywooddance,namak halaal,8.5/10,pag ghungaru bandh kishore kumar namak halaal bollywooddance
dekho zara kaise balkhake chali,gurdas maan,bollywooddance,sirf tum,8.0/10,dekho zara kaise balkhake chali gurdas maan sirf tum bollywooddance
aap ki kashish,himesh reshammiya,bollywoodromantic,aashiq banaya aapne,9.4/10,aap ki kashish himesh reshammiya aashiq banaya aapne bollywoodromantic
happy budday,"shankar mahadevan, sukhwinder singh",bollywooddance,kill dil,9.2/10,"happy budday shankar mahadevan, sukhwinder singh kill dil bollywooddance"
hudd hudd dabangg,"sukhwinder singh, wajid",bollywooddance,dabangg,9.1/10,"hudd hudd dabangg sukhwinder singh, wajid dabangg bollywooddance"
bhool bhulaiyaa,neeraj shridhar,bollywooddance,bhool bhulaiyaa,9.3/10,bhool bhulaiyaa neeraj shridhar bhool bhulaiyaa bollywooddance
tere mast mast do nain,"rahat fateh ali khan, shreya ghoshal",bollywoodromantic,dabangg,9.0/10,"tere mast mast do nain rahat fateh ali khan, shreya ghoshal dabangg bollywoodromantic"
jai ho tiltle song,"armaan malik, wajid",bollywooddance,jai ho,9.2/10,"jai ho tiltle song armaan malik, wajid jai ho bollywooddance"
high heels te nachche (remix),"aditi singh sharma, jaz dhami, meet bros",bollywooddance,ki & ka,8.9/10,"high heels te nachche (remix) aditi singh sharma, jaz dhami, meet bros ki & ka bollywooddance"
zinda,sunidhi chauhan,bollywood,naam shabana,9.6/10,zinda sunidhi chauhan naam shabana bollywood
shukran allah,"salim merchant, shreya ghoshal, sonu nigam",bollywoodromantic,kurbaan,9.6/10,"shukran allah salim merchant, shreya ghoshal, sonu nigam kurbaan bollywoodromantic"
tere naina,"shankar mahadevan, shreya ghoshal",bollywoodromantic,chandni chowk to china,9.6/10,"tere naina shankar mahadevan, shreya ghoshal chandni chowk to china bollywoodromantic"
mere mehboob qayamat hogi,kishore kumar,bollywoodsad,mr.x in bombay,9.1/10,mere mehboob qayamat hogi kishore kumar mr.x in bombay bollywoodsad
saad shukrana,ankit tiwari,bollywoodromantic,mr. x,9.4/10,saad shukrana ankit tiwari mr. x bollywoodromantic
honeymoon ki raat,sunidhi chauhan,bollywooddance,the dirty picture,8.5/10,honeymoon ki raat sunidhi chauhan the dirty picture bollywooddance
sadda dil vi tu,hard kaur,bollywooddance,abcd - any body can dance,8.9/10,sadda dil vi tu hard kaur abcd - any body can dance bollywooddance
yeh jo halki halki khumariya,rahat fateh ali khan,bollywoodromantic,son of sardaar,9.2/10,yeh jo halki halki khumariya rahat fateh ali khan son of sardaar bollywoodromantic
aye khuda,"kshitij tarey, mithoon, saim bhat",bollywoodsad,murder 2,9.3/10,"aye khuda kshitij tarey, mithoon, saim bhat murder 2 bollywoodsad"
main hoon na,abhijeet,bollywoodsad,main hoon na,9.5/10,main hoon na abhijeet main hoon na bollywoodsad
hum to tere aashiq hain,"lata mangeshkar, mukesh",bollywoodromantic,farz,8.4/10,"hum to tere aashiq hain lata mangeshkar, mukesh farz bollywoodromantic"
jugnu ki payal,"shaswati, zubeen garg",bollywooddance,aan - men at work,8.3/10,"jugnu ki payal shaswati, zubeen garg aan - men at work bollywooddance"
woh ladki bahut yaad aati,"alka yagnik, kumar sanu",bollywood,qayamat,8.3/10,"woh ladki bahut yaad aati alka yagnik, kumar sanu qayamat bollywood"
jai mata di,"alamgir khan, javed ali",bollywooddevotional,nanu ki jaanu,8.9/10,"jai mata di alamgir khan, javed ali nanu ki jaanu bollywooddevotional"
mera piya ghar aaya,kavita krishnamurthy,bollywooddance,yaraana,8.9/10,mera piya ghar aaya kavita krishnamurthy yaraana bollywooddance
khushiyon ka din aaya hai,anuradha paudwal,bollywooddance,beta,8.4/10,khushiyon ka din aaya hai anuradha paudwal beta bollywooddance
sooraj ki baahon mein,"clinton cerejo, d cerejo, loy mendonsa",bollywooddance,zindagi na milegi dobara,9.5/10,"sooraj ki baahon mein clinton cerejo, d cerejo, loy mendonsa zindagi na milegi dobara bollywooddance"
kuch toh hua hai,ankit tiwari,bollywoodromantic,singham returns,9.3/10,kuch toh hua hai ankit tiwari singham returns bollywoodromantic
rabba main toh mar gaya oye,shahid mallya,bollywoodromantic,mausam,9.6/10,rabba main toh mar gaya oye shahid mallya mausam bollywoodromantic
theher ja (remix),armaan malik,bollywoodromantic,october,9.4/10,theher ja (remix) armaan malik october bollywoodromantic
jiya maine jiya,"alka yagnik, udit narayan",bollywoodromantic,khushi,9.2/10,"jiya maine jiya alka yagnik, udit narayan khushi bollywoodromantic"
kuch to hua hai,"alka yagnik, shaan",bollywooddance,kal ho naa ho,9.6/10,"kuch to hua hai alka yagnik, shaan kal ho naa ho bollywooddance"
angelina,sonu nigam,bollywoodromantic,baa baaa black sheep,8.2/10,angelina sonu nigam baa baaa black sheep bollywoodromantic
dhoom again,"dominique crezo, vishal dadlani",bollywooddance,dhoom 2,9.5/10,"dhoom again dominique crezo, vishal dadlani dhoom 2 bollywooddance"
dhinka chika (remix),"amrita kak, mika singh",bollywooddance,ready,8.5/10,"dhinka chika (remix) amrita kak, mika singh ready bollywooddance"
tu milade,ankit tiwari,bollywooddance,all is well,9.3/10,tu milade ankit tiwari all is well bollywooddance
thoda thoda pyar,sunidhi chauhan,bollywooddance,love aj kal,9.2/10,thoda thoda pyar sunidhi chauhan love aj kal bollywooddance
o mere raja,"asha bhosle, kishore kumar",bollywooddance,johny mera naam,8.5/10,"o mere raja asha bhosle, kishore kumar johny mera naam bollywooddance"
gela gela gela,"adnan sami, sunidhi chauhan",bollywooddance,aitraaz,9.3/10,"gela gela gela adnan sami, sunidhi chauhan aitraaz bollywooddance"
ik tu hi tu hi,hans raj hans,bollywooddevotional,mausam,9.5/10,ik tu hi tu hi hans raj hans mausam bollywooddevotional
sultan (mashup),multiple,bollywooddance,sultan,8.7/10,sultan (mashup) multiple sultan bollywooddance
kitni hasrat hain humein,"kumar sanu, sadhana sargam",bollywoodromantic,sainik,8.8/10,"kitni hasrat hain humein kumar sanu, sadhana sargam sainik bollywoodromantic"
aa jaana aa jaana,"alka yagnik, kumar sanu",bollywoodromantic,coolie no. 1,8.6/10,"aa jaana aa jaana alka yagnik, kumar sanu coolie no. 1 bollywoodromantic"
har dil jo pyar karega,"lata mangeshkar, mahendra kapoor, mukesh",bollywooddance,sangam,8.7/10,"har dil jo pyar karega lata mangeshkar, mahendra kapoor, mukesh sangam bollywooddance"
har dil jo pyar karega,"lata mangeshkar, mahendra kapoor, mukesh",bollywooddance,sangam,8.7/10,"har dil jo pyar karega lata mangeshkar, mahendra kapoor, mukesh sangam bollywooddance"
morey piya,udit narayan,bollywoodromantic,devdas,9.1/10,morey piya udit narayan devdas bollywoodromantic
kate nahin kat te,"alisha chinai, kishore kumar",bollywoodromantic,mr. india,8.9/10,"kate nahin kat te alisha chinai, kishore kumar mr. india bollywoodromantic"
tu,kumar sanu,bollywood,dum laga ke haisha,9.5/10,tu kumar sanu dum laga ke haisha bollywood
mujhse huee bas yeh,alka yagnik,bollywoodsad,ishq vishk,9.6/10,mujhse huee bas yeh alka yagnik ishq vishk bollywoodsad
nakhriley,"ali zafar, gulzar, mahalakshmi iyer, shankar mahadevan",bollywooddance,kill dil,9.3/10,"nakhriley ali zafar, gulzar, mahalakshmi iyer, shankar mahadevan kill dil bollywooddance"
tandoori nights,"himesh reshammiya, sunidhi chauhan",bollywooddance,karzzz,8.8/10,"tandoori nights himesh reshammiya, sunidhi chauhan karzzz bollywooddance"
kya raaz hai,"shreya ghoshal, zubeen garg",bollywooddance,raaz 3,9.0/10,"kya raaz hai shreya ghoshal, zubeen garg raaz 3 bollywooddance"
tum toh dhokabaaz ho,"alka yagnik, kumar sanu",bollywood,saajan chale sasural,9.0/10,"tum toh dhokabaaz ho alka yagnik, kumar sanu saajan chale sasural bollywood"
lucky boy,"hard kaur, raja hassan, sunidhi chauhan",bollywooddance,bachna ae haseeno,9.4/10,"lucky boy hard kaur, raja hassan, sunidhi chauhan bachna ae haseeno bollywooddance"
aye manya,"adnan sami, shaan",bollywooddance,shootout at wadala,9.2/10,"aye manya adnan sami, shaan shootout at wadala bollywooddance"
ladki hai ya shola,"kishore kumar, lata mangeshkar",bollywooddance,silsila,8.5/10,"ladki hai ya shola kishore kumar, lata mangeshkar silsila bollywooddance"
yeh mera dil yaar ka diwana,asha bhosle,bollywooddance,don,8.8/10,yeh mera dil yaar ka diwana asha bhosle don bollywooddance
babuji zara dheere chalo,sonu kakkar,bollywooddance,dum,9.2/10,babuji zara dheere chalo sonu kakkar dum bollywooddance
aankhon aankhon (remix),yo yo honey singh,bollywooddance,bhaag johnny,9.2/10,aankhon aankhon (remix) yo yo honey singh bhaag johnny bollywooddance
ek duje ke vaaste,"hariharan, lata mangeshkar",bollywoodromantic,dil toh pagal hai,9.1/10,"ek duje ke vaaste hariharan, lata mangeshkar dil toh pagal hai bollywoodromantic"
hey ya i see you walking,"loy mendonsa, shankar mahadevan",bollywooddance,karthik calling karthik,9.5/10,"hey ya i see you walking loy mendonsa, shankar mahadevan karthik calling karthik bollywooddance"
more haji piya,amjad farid sabri,bollywooddevotional,halla bol,8.9/10,more haji piya amjad farid sabri halla bol bollywooddevotional
tere mere beech mein,"mohit chauhan, sunidhi chauhan",bollywoodromantic,shuddh desi romance,8.6/10,"tere mere beech mein mohit chauhan, sunidhi chauhan shuddh desi romance bollywoodromantic"
ye ladki nahin banaras ka paan,"bela sulakhe, sonu nigam",bollywooddance,khullam khulla pyaar karen,8.4/10,"ye ladki nahin banaras ka paan bela sulakhe, sonu nigam khullam khulla pyaar karen bollywooddance"
kai baar yun bhi dekha hai,mukesh,bollywoodromantic,rajnigandha,9.2/10,kai baar yun bhi dekha hai mukesh rajnigandha bollywoodromantic
pakeezah,gulraj singh,bollywood,ungli,9.5/10,pakeezah gulraj singh ungli bollywood
dam bhar jo udhar munh phere,"lata mangeshkar, mukesh",bollywooddance,awaara,8.6/10,"dam bhar jo udhar munh phere lata mangeshkar, mukesh awaara bollywooddance"
bade armanon se,"lata mangeshkar, mukesh",bollywooddance,malhar,8.6/10,"bade armanon se lata mangeshkar, mukesh malhar bollywooddance"
challa chaap chunariya,rekha bhardwaj,bollywood,daas dev,7.9/10,challa chaap chunariya rekha bhardwaj daas dev bollywood
chal akela chal akela,mukesh,bollywooddance,sambandh,8.7/10,chal akela chal akela mukesh sambandh bollywooddance
de de pyaar de,kishore kumar,bollywooddance,sharaabi,8.8/10,de de pyaar de kishore kumar sharaabi bollywooddance
behti hawa sa tha woh,"shaan, shantanu moitra",bollywoodsad,3 idiots,9.4/10,"behti hawa sa tha woh shaan, shantanu moitra 3 idiots bollywoodsad"
dil ye dancer ho gaya,atif aslam,bollywood,actor in law,9.5/10,dil ye dancer ho gaya atif aslam actor in law bollywood
mor bani thanghat kare,"aditi paul, osman mir",bollywooddance,ram-leela,9.3/10,"mor bani thanghat kare aditi paul, osman mir ram-leela bollywooddance"
gore gore se,alka yagnik,bollywooddance,hum tum,9.4/10,gore gore se alka yagnik hum tum bollywooddance
sanam teri kasam (reprise),"mohammed irfan, palak muchhal",bollywoodsad,sanam teri kasam,9.4/10,"sanam teri kasam (reprise) mohammed irfan, palak muchhal sanam teri kasam bollywoodsad"
school ke din,sonu nigam,bollywooddance,always kabhi kabhi,9.6/10,school ke din sonu nigam always kabhi kabhi bollywooddance
yeh mera prem patra,mohammed rafi,bollywoodromantic,sangam,8.7/10,yeh mera prem patra mohammed rafi sangam bollywoodromantic
jiska koi nahin,manna dey,bollywoodmotivational,laawaris,8.8/10,jiska koi nahin manna dey laawaris bollywoodmotivational
chalo ek bar phir se,mahendra kapoor,bollywoodsad,gumrah,9.5/10,chalo ek bar phir se mahendra kapoor gumrah bollywoodsad
kab ke bichhde hue,"asha bhosle, kishore kumar",bollywoodromantic,laawaris,8.4/10,"kab ke bichhde hue asha bhosle, kishore kumar laawaris bollywoodromantic"
aaj ibaadat,"altamash faridi, javed bashir, shadab faridi, shashi suman, shreyas puranik",bollywooddevotional,bajirao mastani,9.5/10,"aaj ibaadat altamash faridi, javed bashir, shadab faridi, shashi suman, shreyas puranik bajirao mastani bollywooddevotional"
peepal ke patwa,"jaspinder narula, sonu nigam",bollywooddance,sooryavansham,7.9/10,"peepal ke patwa jaspinder narula, sonu nigam sooryavansham bollywooddance"
pukarta chala hoon main,mohammed rafi,bollywood,mere sanam,9.4/10,pukarta chala hoon main mohammed rafi mere sanam bollywood
meri bindiya teri nindiya,lata mangeshkar,bollywoodromantic,lamhe,9.0/10,meri bindiya teri nindiya lata mangeshkar lamhe bollywoodromantic
ranga re,shreya ghoshal,bollywooddance,tutak tutak tutiya,9.2/10,ranga re shreya ghoshal tutak tutak tutiya bollywooddance
kaun kisi ko baandh saka,mohammed rafi,bollywooddance,kaalia,8.8/10,kaun kisi ko baandh saka mohammed rafi kaalia bollywooddance
dekhiye aji jaaneman,"alka yagnik, udit narayan",bollywoodromantic,kya kehna,8.8/10,"dekhiye aji jaaneman alka yagnik, udit narayan kya kehna bollywoodromantic"
jis desh mein ganga rehta hai,abhijeet,bollywooddance,jis desh mein rehta hai,8.3/10,jis desh mein ganga rehta hai abhijeet jis desh mein rehta hai bollywooddance
kambal ke neeche,"aaman trikha, aishwarya majmudar, neeti mohan, sanchita bhattachayra",bollywooddance,kaanchi,8.3/10,"kambal ke neeche aaman trikha, aishwarya majmudar, neeti mohan, sanchita bhattachayra kaanchi bollywooddance"
maine tere liye,mukesh,bollywooddance,anand,9.4/10,maine tere liye mukesh anand bollywooddance
teri zulfon se judai to,mohammed rafi,bollywoodromantic,jab pyar kisi se hota hai,8.7/10,teri zulfon se judai to mohammed rafi jab pyar kisi se hota hai bollywoodromantic
salamat rahe dostana hamara,"kishore kumar, mohammed rafi",bollywood,dostana,8.8/10,"salamat rahe dostana hamara kishore kumar, mohammed rafi dostana bollywood"
humne ghar choda hai,"sadhana sargam, udit narayan",bollywoodromantic,dil,8.3/10,"humne ghar choda hai sadhana sargam, udit narayan dil bollywoodromantic"
teri bindiya re,"lata mangeshkar, mohammed rafi",bollywoodromantic,abhimaan,9.0/10,"teri bindiya re lata mangeshkar, mohammed rafi abhimaan bollywoodromantic"
barbaad raat,"sanam puri, shalmali kholgade",bollywooddance,humshakals,9.0/10,"barbaad raat sanam puri, shalmali kholgade humshakals bollywooddance"
ghoonghat ki aadh se,"alka yagnik, kumar sanu",bollywoodromantic,hum hain rahi pyaar ke,8.9/10,"ghoonghat ki aadh se alka yagnik, kumar sanu hum hain rahi pyaar ke bollywoodromantic"
chaska,krishna beura,bollywooddance,badmaash company,9.3/10,chaska krishna beura badmaash company bollywooddance
megha re megha re,"ila arun, lata mangeshkar",bollywooddance,lamhe,8.6/10,"megha re megha re ila arun, lata mangeshkar lamhe bollywooddance"
move your body now,"akriti kakar, hard kaur, shaan, suhail",bollywooddance,kismat konnection,9.6/10,"move your body now akriti kakar, hard kaur, shaan, suhail kismat konnection bollywooddance"
humen kash tumse mohabbat,lata mangeshkar,bollywoodsad,mughal-e-azam,8.5/10,humen kash tumse mohabbat lata mangeshkar mughal-e-azam bollywoodsad
manmarziyan,"amit trivedi, shilpa rao",bollywoodromantic,lootera,9.6/10,"manmarziyan amit trivedi, shilpa rao lootera bollywoodromantic"
bismillah,anupam amod,bollywooddance,once upon,8.8/10,bismillah anupam amod once upon bollywooddance
mohabbat ke,"himesh reshammiya, tulsi kumar",bollywooddance,aksar,9.2/10,"mohabbat ke himesh reshammiya, tulsi kumar aksar bollywooddance"
fatal attraction,"natalie di luccio, salim merchant",bollywooddance,ladies vs ricky bahl,9.5/10,"fatal attraction natalie di luccio, salim merchant ladies vs ricky bahl bollywooddance"
khol de baahein,monali thakur,bollywoodromantic,meri pyaari bindu,9.3/10,khol de baahein monali thakur meri pyaari bindu bollywoodromantic
pehla pehla pyar,s.p. balasubrahmanyam,bollywoodromantic,hum aapke hain koun,8.8/10,pehla pehla pyar s.p. balasubrahmanyam hum aapke hain koun bollywoodromantic
bhaage re mann,sunidhi chauhan,bollywooddance,chameli,9.5/10,bhaage re mann sunidhi chauhan chameli bollywooddance
yeh tera ghar yeh mera ghar,jagjit singh,bollywood,saath saath,9.1/10,yeh tera ghar yeh mera ghar jagjit singh saath saath bollywood
hai re hai re,"hema sardesai, kk",bollywooddance,khushi,9.3/10,"hai re hai re hema sardesai, kk khushi bollywooddance"
hum laye hain toofan se kashti nikal ke,mohammed rafi,bollywoodpatriotic,jagriti,9.1/10,hum laye hain toofan se kashti nikal ke mohammed rafi jagriti bollywoodpatriotic
meri aawargi,himesh reshammiya,bollywooddance,good boy bad boy,9.2/10,meri aawargi himesh reshammiya good boy bad boy bollywooddance
ghum shuda,sonu nigam,bollywooddance,chalte chalte,9.5/10,ghum shuda sonu nigam chalte chalte bollywooddance
ghar,"mohit chauhan, nikhita gandhi",bollywoodsad,jab harry met sejal,9.7/10,"ghar mohit chauhan, nikhita gandhi jab harry met sejal bollywoodsad"
tera rastaa chodun na,"amitabh bhattacharya, anusha mani",bollywoodromantic,chennai express,9.3/10,"tera rastaa chodun na amitabh bhattacharya, anusha mani chennai express bollywoodromantic"
neela aasman so gaya,amitabh bachchan,bollywoodromantic,silsila,8.8/10,neela aasman so gaya amitabh bachchan silsila bollywoodromantic
mera yaar mila de,a.r. rahman,bollywoodsad,saathiya,9.2/10,mera yaar mila de a.r. rahman saathiya bollywoodsad
sakhiya,tulsi kumar,bollywooddance,bhool bhulaiyaa,9.0/10,sakhiya tulsi kumar bhool bhulaiyaa bollywooddance
dil tadap tadap ke kah raha,"lata mangeshkar, mukesh",bollywoodromantic,madhumati,9.2/10,"dil tadap tadap ke kah raha lata mangeshkar, mukesh madhumati bollywoodromantic"
kaise piya se,lata mangeshkar,bollywoodromantic,bewafaa,8.7/10,kaise piya se lata mangeshkar bewafaa bollywoodromantic
aaj din chadheya,rahat fateh ali khan,bollywoodromantic,love aaj kal,9.4/10,aaj din chadheya rahat fateh ali khan love aaj kal bollywoodromantic
jai ho,wajid,bollywooddance,jai ho,9.0/10,jai ho wajid jai ho bollywooddance
kiss me baby  title song,adnan sami,bollywooddance,garam masala,9.4/10,kiss me baby  title song adnan sami garam masala bollywooddance
kehkasha tu meri,shekhar ravjiani,bollywoodmotivational,akira,9.5/10,kehkasha tu meri shekhar ravjiani akira bollywoodmotivational
raat ke dhai baje,"earl, kunal ganjawala, rekha bhardwaj, suresh wadkar",bollywooddance,kaminey,9.5/10,"raat ke dhai baje earl, kunal ganjawala, rekha bhardwaj, suresh wadkar kaminey bollywooddance"
rama re,"shaan, zubeen garg",bollywood,kaante,9.3/10,"rama re shaan, zubeen garg kaante bollywood"
